Gene,T-Value for Class MGL
X75208_at,5.64030655076
D84294_at,5.6391167486
D31833_s_at,5.63908237817
U46116_at,5.63736087373
X78710_at,5.6351520663
U50523_at,5.63114097194
L11672_r_at,5.6269997393
X84709_at,5.62496054634
M28825_at,5.62487430591
M29550_at,5.62305733486
U40990_at,5.61998081305
AF005775_at,5.61976715213
U09510_s_at,5.61771727615
S81083_cds1_at,5.61689473257
Z69915_at,5.61159091356
L26494_at,5.61052784477
X15341_at,5.60773267578
U47634_at,5.60612747518
L38941_at,5.6045220864
L02426_at,5.60044343026
U39905_at,5.59758688773
D82347_at,5.59661793614
S74221_at,5.59478227015
U44429_at,5.59411913124
M34065_at,5.59195595667
U34343_at,5.59181643955
S82240_at,5.59034112835
M64716_at,5.58345573643
U75272_s_at,5.58287744792
M26061_at,5.5815169597
Z21966_at,5.57505615262
X15729_s_at,5.57390459489
U08438_at,5.57386671767
U52111_rna3_at,5.57303956678
AF000231_at,5.57079864004
L47276_s_at,5.57051870423
X97324_at,5.56985607296
U68566_at,5.56941933574
D85433_at,5.56923255069
M11433_at,5.56919359824
X72475_at,5.55727698553
M14016_at,5.55534735826
L40379_at,5.55272909453
M13450_at,5.55155408005
X70991_at,5.5443006991
J03798_at,5.54402678459
L08044_s_at,5.5409134792
U40572_at,5.54054552738
U10685_at,5.538968585
U88898_r_at,5.53793712467
L21998_at,5.53703453493
U63743_at,5.53650361052
U66661_at,5.53221882755
M55621_at,5.53163315041
S76617_at,5.53156616477
HG4178-HT4448_at,5.52899002002
M29696_at,5.52744549861
X52151_at,5.52423104495
X91809_at,5.52104211871
U50822_rna1_s_at,5.5207617935
D14660_at,5.52013962685
X65784_s_at,5.51950610667
D14530_at,5.51944749601
U60519_at,5.51889016579
M11722_at,5.5171085267
X60655_at,5.51532717905
M24485_s_at,5.51120268776
D79999_at,5.5092185759
M90356_f_at,5.50787894147
M13058_s_at,5.50552187756
HG537-HT537_at,5.50052947178
U26710_at,5.5001322871
X07732_at,5.49762641506
U62739_at,5.49693918927
Z48054_at,5.48999641647
X56468_at,5.489323582
U02493_at,5.48799352549
U82320_at,5.48766733024
D88460_at,5.48531162801
X55715_at,5.48066035047
M33987_at,5.47816952579
L13800_at,5.47238635376
HG4109-HT4379_at,5.46963688434
U39576_at,5.46779542413
U94832_at,5.45378320005
L37868_s_at,5.45288623782
U74382_s_at,5.45165987365
Y10210_at,5.45138756548
M18700_s_at,5.44596017759
U66406_at,5.44195604413
M17219_at,5.44181831232
L11369_at,5.43704762118
M87339_at,5.43195449854
X65633_at,5.43089225303
U82613_at,5.43074758233
U47742_at,5.4292614043
M11058_at,5.42682263147
X57959_at,5.42288630926
U84011_s_at,5.42245446777
D63478_at,5.41957377388
X92744_at,5.41749168646
U73379_at,5.41606737858
U20325_at,5.41578320399
D86957_at,5.41375514761
X89101_s_at,5.41316205222
X07979_at,5.41233347012
X16354_at,5.41227691795
U85193_at,5.41088244948
U12140_at,5.41069742305
M25077_at,5.40635597762
M84711_at,5.40588016192
U29953_rna1_at,5.40430907231
Y11897_at,5.40383591199
Z29066_s_at,5.40234826408
S79219_s_at,5.40186815478
HG3725-HT3981_s_at,5.40107763981
X99584_at,5.39955227658
S67247_s_at,5.39817748078
U31628_at,5.39772754616
D79988_at,5.39720012783
M28585_f_at,5.39313151546
HG2238-HT2321_s_at,5.38866325151
U66580_at,5.38666496384
L12711_s_at,5.38493783102
X69398_at,5.38153161755
D87446_at,5.38036055221
M95767_at,5.37955009946
U53445_at,5.37601686247
X85786_at,5.37474605832
U65093_at,5.37396979495
D89859_at,5.37013561103
D00762_at,5.3639182859
M93718_at,5.36366710597
L26953_at,5.36277203833
X62573_at,5.35875192656
U72517_at,5.35084492622
X84194_at,5.3442977009
HG862-HT862_s_at,5.34293649441
U82532_at,5.34246913802
U16954_at,5.34050878406
HG1612-HT1612_at,5.33782913908
M58297_at,5.33167268689
HG2239-HT2324_r_at,5.33104944795
X85750_at,5.3303261812
AF005887_at,5.3300459352
X03068_f_at,5.32818653348
S75463_at,5.32788331401
D14889_at,5.32752135181
M95936_s_at,5.32502370397
HG627-HT5097_s_at,5.32470569562
X60221_at,5.32388074801
U94586_at,5.32311371996
AB002315_at,5.31770103262
M15656_at,5.31677153843
X69908_rna1_at,5.31657295882
Y09616_at,5.31389332582
U72761_at,5.31340913639
M93651_at,5.31332702235
HG3514-HT3708_at,5.31288912133
U13369_at,5.31230414452
L07592_at,5.30668220943
U91930_at,5.30649485079
X63527_at,5.30259529775
M95724_at,5.30134555873
M68941_at,5.30102347762
M83751_at,5.29854317835
U40763_s_at,5.2966706553
D28532_at,5.2950812319
X86018_at,5.29197317816
X13444_at,5.29085522769
L32831_s_at,5.29003723495
X66403_at,5.28955678867
U16660_at,5.28670462398
U31556_at,5.2861265077
U28042_at,5.28425901222
U20499_at,5.28419551185
X67594_at,5.28274615184
Z49148_s_at,5.28259404535
M65292_s_at,5.28173180681
X51956_rna1_at,5.27901323799
HG2797-HT2906_s_at,5.27466285849
X75304_at,5.27446099798
U51478_at,5.27285185798
L39211_at,5.27144367788
Y07596_at,5.27079400796
U09851_s_at,5.26890361421
J04621_at,5.26784353636
L42451_at,5.26595357111
L10615_s_at,5.26594389986
D79996_at,5.26578538648
U03486_at,5.26220697886
X96849_at,5.2621910466
U34044_at,5.26215671532
U22028_r_at,5.26080535081
U75308_at,5.26071643985
S66427_at,5.25980557586
M76766_at,5.25870443241
M97856_at,5.25629363534
L13852_at,5.2557852136
X04434_at,5.24940041988
U85992_at,5.24620144327
U41816_at,5.24516301072
D31890_at,5.24484394471
U14969_at,5.23875611828
M13690_s_at,5.23766743932
S75256_s_at,5.23713131674
M11437_cds2_at,5.23666752934
X72177_rna1_at,5.23424076009
L31881_at,5.23146376313
L43576_at,5.23018746142
D50923_at,5.22785287081
D38524_at,5.22111146106
D84276_at,5.22100304384
M24486_s_at,5.218405932
D55654_at,5.218243371
J04156_at,5.21707210043
X63546_at,5.21652880673
U25034_s_at,5.21399545603
L18972_at,5.21236303618
S40719_s_at,5.21134242881
D42085_at,5.21067737575
L20815_at,5.20529811076
D43772_at,5.20418049244
AF009301_at,5.20416956139
Y11709_at,5.2001467192
D87078_at,5.19898455157
L22206_at,5.19763658352
X83863_at,5.19385990556
U18919_at,5.19348658371
U62531_at,5.1927207658
X01703_at,5.19197565154
U02031_at,5.19056916428
L07738_at,5.18993502107
U39318_at,5.18692309161
X69699_at,5.18517857812
L15344_at,5.18362400792
U49020_cds2_s_at,5.1832219846
X99050_rna1_at,5.18157460771
X86779_at,5.18079281596
U42360_cds2_at,5.18045137883
D42138_at,5.17879809022
L29218_at,5.17854107734
U05572_s_at,5.17769195207
X05360_at,5.17468741798
X12530_s_at,5.17414985947
X97303_at,5.17404932629
U09820_s_at,5.17327271122
HG651-HT4201_at,5.17250789285
M16405_at,5.16669885976
U50928_at,5.1653355572
U73514_at,5.1640501845
S59184_at,5.16357149711
X04571_at,5.16310255242
L16991_at,5.1604830821
M90516_at,5.15740956865
U09609_at,5.15592685635
AF002020_at,5.15464664706
Y11251_at,5.15325706576
L13197_at,5.15099678168
AB002332_at,5.14689453467
Z26876_at,5.14665871474
Z31560_s_at,5.1438192414
X52851_rna1_at,5.14300224703
L28821_at,5.14197028352
M89796_rna1_at,5.13915129812
U66036_at,5.13791153397
D13969_at,5.13455705179
M86383_s_at,5.13375599204
D21063_at,5.13351044577
J00314_at,5.13302792877
L05148_at,5.13233332325
X60487_at,5.1273381928
U38847_at,5.12629446705
Z29331_at,5.12507570747
X70040_at,5.12482754727
X57351_at,5.12461080725
HG1153-HT1153_at,5.12398750879
M58028_at,5.12318479367
Z84483_at,5.12244833539
D63874_at,5.12177694294
U95626_rna1_at,5.1212501824
X05299_at,5.11965912426
HG4115-HT4385_at,5.11960345901
U25801_at,5.11907370902
L38490_s_at,5.11688327406
D64154_at,5.11662271775
U68485_at,5.11617203247
U43077_at,5.11501212796
K01884_at,5.11463979615
M93415_at,5.11251131085
HG2279-HT2375_at,5.10788085751
HG627-HT5098_s_at,5.10787045996
L15702_at,5.10715882379
L01406_at,5.10609532109
U04313_at,5.10581532516
D50855_s_at,5.10570510976
U79254_at,5.10283907019
Y10260_at,5.10149506702
HG2157-HT2227_at,5.09945816402
X59350_at,5.09939544102
K01383_at,5.09449776822
X76092_at,5.08902192237
L33842_rna1_at,5.08625644755
X69878_at,5.08541068465
U49973_xpt2_at,5.08485332225
J03930_at,5.08232847416
D64015_at,5.08108211519
U32944_at,5.07795331039
L42379_at,5.07599738658
M91463_rna1_at,5.071900603
U50950_at,5.06880912137
M36653_s_at,5.06827267891
D63134_at,5.06812837057
Z24727_at,5.06670580985
Z35085_s_at,5.06368437294
X62429_s_at,5.06303920627
D86973_at,5.06024598665
X80695_at,5.05822337845
U41515_at,5.05749187183
U59863_at,5.0556121017
M38258_at,5.05521774296
M30185_at,5.05432765729
X77548_at,5.04925027024
X17206_at,5.04698040092
D78129_at,5.04686029905
U80226_s_at,5.04636025374
X55666_at,5.04619947066
D82345_at,5.03699935704
HG3033-HT3194_r_at,5.03483963326
U71207_at,5.03401212939
D11094_at,5.03330741475
X07438_s_at,5.02814095341
U47334_at,5.02693380859
Y11416_at,5.02677984054
L11370_at,5.02644770037
S65583_rna1_at,5.02615117374
U51678_at,5.0238046789
U43753_cds2_at,5.02242595878
L35035_at,5.02232492648
Z14093_at,5.01791414712
D87462_at,5.01683168659
X71874_cds1_at,5.00949402339
Z26317_at,5.0074869037
Y08991_at,5.00434264522
D38551_at,5.00089160846
S78234_at,5.00061041576
U50531_at,4.99819411942
U70323_at,4.99762208269
L10333_s_at,4.99521789066
U23942_at,4.99499082131
HG2846-HT2983_at,4.98948729373
X66503_at,4.98775506982
M81650_rna1_at,4.98504477083
L21954_at,4.97918797985
U23946_at,4.97905005948
U55766_at,4.97891499136
D28383_at,4.97777922746
D00761_at,4.97605368718
X03934_at,4.97536600227
L12052_at,4.97530770718
Z49835_s_at,4.97484537111
L34600_at,4.97068656884
U20908_at,4.96967781056
U96915_at,4.96592322855
X95289_at,4.96562195825
X63692_at,4.96303097
L20321_at,4.96123912084
M22490_at,4.96085196238
L40992_at,4.96028820396
D14838_at,4.96024825121
X06614_at,4.95888170849
L39064_rna1_at,4.95739152947
L34838_at,4.95544470513
L13744_at,4.95016315334
U70735_at,4.94939384793
U41344_at,4.94918059576
D88146_at,4.94894777699
D89016_at,4.94425889971
U96781_cds1_at,4.94294998831
M18533_at,4.9429076961
U65406_rna4_at,4.94165078393
U10439_at,4.93412254977
U72511_at,4.93396860639
S81264_s_at,4.93159045598
M29994_s_at,4.93003609128
HG2480-HT2576_at,4.92737654025
D23660_at,4.92449859056
U40038_at,4.91974318538
D80005_at,4.91938412507
M94547_at,4.91613170727
D14661_at,4.91600008174
U85267_at,4.91563030572
M75126_at,4.91377999701
X16281_at,4.9135068634
X79201_at,4.9125060143
Z49155_at,4.90973461678
D29012_at,4.90767784325
U59286_at,4.9066503284
X78342_at,4.90460541165
X97198_at,4.90327241988
X72755_at,4.90188481242
M97675_at,4.90098413656
U18259_at,4.89613048721
X70218_at,4.89194641538
U51127_at,4.88915751862
X99296_xpt1_at,4.88773813368
S83366_cds1_at,4.88369681275
S70585_rna1_at,4.88343984769
U93049_at,4.88208228965
M96944_at,4.87847582105
M13903_at,4.87764609043
X84746_at,4.87532732655
U22526_at,4.8738854305
U25138_at,4.86778559777
U51241_at,4.86603418481
U37519_at,4.86272764031
Z22534_at,4.86222874752
X64994_at,4.86157150303
X86428_s_at,4.86074463225
D10923_at,4.85719314968
S82024_at,4.85657144266
U63289_at,4.85467088096
D87455_at,4.85225049498
X99585_at,4.8517448873
M27504_s_at,4.84872707505
M19267_s_at,4.84484761548
D50840_at,4.84346241544
U91985_at,4.84253294047
U37221_at,4.83962693809
M86546_at,4.83941583717
Z30425_at,4.83872017868
M29037_s_at,4.83764222146
HG1872-HT1907_at,4.83182651528
S73840_at,4.83141837781
X07767_at,4.82957338314
U41387_at,4.8290168141
HG4020-HT4290_s_at,4.82745610668
M19311_s_at,4.82567456471
S76475_at,4.82488652419
U07919_at,4.82325898987
X81637_at,4.82314940186
D00723_at,4.82272580076
L06633_at,4.82172669622
X54667_s_at,4.81958406882
AB001106_at,4.81925584822
D86964_at,4.81877339685
L42563_at,4.81858213464
U79257_at,4.81842000203
X00090_f_at,4.81760099434
L00389_f_at,4.81682104992
HG3076-HT3238_s_at,4.8165058299
Z34822_f_at,4.81496409253
D83004_at,4.81455457311
L36151_at,4.81422092609
U58681_at,4.81302237617
HG4312-HT4582_s_at,4.81078746302
U79716_at,4.80845653812
HG3039-HT3200_at,4.80622773695
U07550_at,4.8052833876
M29874_s_at,4.8016307238
X55448_cds2_at,4.79656473941
M24069_at,4.7960922101
X69910_at,4.79549051905
U62325_at,4.79470395173
Y09392_s_at,4.79382758409
U65410_at,4.79011605897
X59842_rna1_s_at,4.78950484136
M19645_at,4.78935310224
HG2492-HT2588_at,4.78909760415
X89894_at,4.78757041159
M17252_at,4.78658565172
X54326_at,4.78439784199
AF000545_at,4.78114553316
M73481_at,4.77895395965
HG1078-HT1078_at,4.77852974027
U14603_at,4.77722078178
HG25930-HT26386_at,4.77683543266
Z83336_at,4.77666021847
U24183_s_at,4.77384921406
U29943_s_at,4.76910374688
Y08837_at,4.76810094949
U90915_at,4.76389025437
L04751_at,4.76342702196
U34360_at,4.76185777685
M63391_rna1_at,4.75713396652
J03241_s_at,4.75707387923
X04391_at,4.75666493558
M22632_at,4.75428963417
U62438_at,4.75365439907
X99728_at,4.75098378102
L11373_at,4.74874396562
U86782_at,4.7454035879
M95712_at,4.74308610199
L06797_s_at,4.74129128311
L77571_at,4.74056020326
U43177_at,4.74052119308
X05323_at,4.74042333618
D29641_at,4.73743199793
D86972_at,4.73720842803
U56085_at,4.73658247916
U83171_at,4.73507817634
X80907_at,4.73292716985
U81006_at,4.73287944218
L16842_at,4.72954499913
M60459_at,4.72703556991
U38480_at,4.72572660238
HG2239-HT2324_at,4.7251774473
D50487_at,4.72486079758
HG3492-HT3686_at,4.72236376509
U01317_cds6_at,4.72214533072
S39329_at,4.72144147725
U29607_at,4.72010746155
X12517_at,4.71820122236
X62025_rna1_at,4.71705903182
U31176_at,4.71660307043
L77886_at,4.71532896813
U32581_at,4.71378044092
M93284_at,4.71220634684
U63717_at,4.70884379195
U30313_at,4.70823362787
X70940_s_at,4.70780660595
X79683_s_at,4.70699019814
HG33-HT33_at,4.70643455905
Z83804_at,4.70523455025
U68233_at,4.7048511816
M31551_s_at,4.70371286967
X59841_at,4.70117068379
D87682_at,4.6992668304
U58087_at,4.69327664657
S79522_at,4.69253450997
HG2936-HT3080_at,4.68629975935
U04898_at,4.68569959548
M81882_at,4.68515505276
M34455_at,4.6842544229
HG1116-HT1116_at,4.68328877942
L22650_at,4.6814090114
M31776_s_at,4.68018257178
X58399_at,4.67897642958
Y07595_at,4.67882392997
D31840_s_at,4.67200888321
HG2705-HT2801_s_at,4.67102655683
X91257_at,4.6700945249
M65131_rna1_at,4.67000281888
X59244_f_at,4.66927398638
U49785_at,4.66824256373
D89077_at,4.66715988583
HG4165-HT4435_at,4.66574228427
D38073_at,4.66298497913
M23379_at,4.66274135671
X96969_at,4.66156061812
U47050_at,4.65789397856
HG3454-HT3647_at,4.65768790467
U03911_at,4.65685285397
HG2161-HT2231_at,4.65642139266
L07765_at,4.65160400886
L35475_at,4.65112221332
Z24724_at,4.6484018865
U95740_rna2_at,4.64767472635
M91432_at,4.64587652405
M22538_at,4.64451845759
L14813_at,4.64447565882
J04029_s_at,4.64386309294
Z74792_s_at,4.64327382778
D10995_at,4.64160508341
D50916_at,4.64057837174
U10868_at,4.63944601232
D31765_at,4.63879529524
U31120_rna1_at,4.63802645408
X02875_s_at,4.63628641777
J05257_at,4.63181060576
D23662_at,4.6302663306
X64594_at,4.62853809936
L08187_at,4.62703480868
U48865_s_at,4.62643281252
U30255_at,4.62429490424
D44466_at,4.62414370369
HG919-HT919_at,4.62397401774
D83920_at,4.62268398415
M27968_s_at,4.62267169297
AJ000480_at,4.62164078533
U60116_at,4.61796548335
M29386_s_at,4.61705734699
AB003103_at,4.61675181422
D26068_at,4.61649058634
X76180_at,4.61561828027
D83783_at,4.61362581231
X07695_at,4.61290133833
M11353_at,4.61234266545
M26901_s_at,4.61123183287
X55733_at,4.60954655935
X68194_at,4.60805492646
D13636_at,4.60797275204
X74794_at,4.60509474132
U50315_at,4.60302378483
AB002318_at,4.60120952238
L10343_at,4.60020877821
U58675_cds2_at,4.59979195281
U78313_at,4.59975899893
X81333_at,4.59557694493
U58682_at,4.59410293792
Z29481_at,4.59151519989
X12453_at,4.59067745279
U36621_cds2_at,4.58764728488
D86958_at,4.58578734153
U41815_at,4.5849600763
U04806_s_at,4.58483166383
U29725_at,4.58480518425
U45973_at,4.58473528374
U19107_rna1_at,4.58410307196
L14812_at,4.57934665245
U27460_at,4.5788876029
U60805_at,4.57882372408
D26155_s_at,4.57740074184
X16609_s_at,4.57690032508
L23116_at,4.57628971872
X59417_at,4.57614959508
Y13618_at,4.57601865221
X15183_at,4.57545169517
HG2261-HT2352_at,4.5754355895
Z50853_at,4.57494678813
U45975_at,4.57159585549
M63959_at,4.57105080067
X54199_s_at,4.56758373608
L77213_at,4.56741642664
D31762_at,4.56714500437
U83598_at,4.56514298371
X82693_at,4.56465085698
L40396_at,4.56240993413
D45248_at,4.56219475617
U60800_at,4.5617503722
D83782_at,4.56008690286
D42055_at,4.55932636598
U21128_at,4.55796509608
U26424_at,4.55735588687
J03068_at,4.55560212409
HG620-HT620_at,4.55549833255
X59739_at,4.5539177686
X78549_at,4.55276846746
M19483_at,4.55087262654
U14193_at,4.55043887527
M60556_rna2_at,4.55036683087
L36531_at,4.5470241839
X59131_at,4.54571623973
U27325_s_at,4.54537997993
U97018_at,4.54466472716
Y07566_at,4.54454912889
L25878_s_at,4.54293826502
X60955_s_at,4.54105183588
U44059_at,4.53857019095
U02680_at,4.53313497416
HG4099-HT4369_s_at,4.53288601681
Z49825_s_at,4.53247293644
L29277_at,4.53170932125
D31888_at,4.52718512679
M64269_s_at,4.5268419706
U89896_at,4.52590221859
U73304_rna1_at,4.5252818364
U18009_at,4.52430105327
D50914_at,4.52372727347
U73824_at,4.51960027018
L14856_at,4.51807911803
V00536_rna1_at,4.51732266782
U73167_cds7_at,4.51599359022
D21878_at,4.5130388405
U17894_at,4.51179529576
HG3914-HT4184_s_at,4.51133766343
M74542_at,4.51090196515
U85946_at,4.51084152541
U40846_s_at,4.5104654972
Z50115_s_at,4.50524398678
U35459_at,4.50137556285
D16688_s_at,4.50059994344
U65404_at,4.49918703691
L08666_at,4.49789804065
M31682_at,4.49632742386
L19593_at,4.49567019391
X69920_s_at,4.49563017877
U66617_at,4.49278326557
U01160_at,4.49155660296
U12897_at,4.49112047067
U32315_at,4.48735246888
J04058_at,4.4865467866
D50692_at,4.48122946479
M80783_at,4.47893708522
U44975_at,4.47551588884
L34060_at,4.47543554636
L35249_s_at,4.46980015107
U46570_at,4.46648955742
M11726_at,4.46607922981
HG2855-HT2995_at,4.46478665438
L04510_at,4.46368770088
Y00097_s_at,4.46329372164
X61970_at,4.46184118602
X01630_at,4.45955050999
X13766_s_at,4.45761337672
L76380_at,4.4570450836
J04973_at,4.45548040003
HG274-HT274_s_at,4.45392532523
D64110_at,4.45361436083
U47101_at,4.45316795015
M21056_at,4.44808824285
Z37976_at,4.44727863073
X79781_at,4.4469383182
D17408_s_at,4.44495435763
X97261_at,4.4445047883
M16336_s_at,4.44326396849
U06088_at,4.44206600161
AB002559_at,4.44195980136
M75110_at,4.43902910455
D49490_at,4.43690782285
HG3748-HT4018_at,4.43629437477
M14218_at,4.43506163467
U18062_at,4.43344836869
M79462_at,4.43289284176
X04898_rna1_at,4.4328399744
AC002045_xpt1_at,4.43125902573
X53296_s_at,4.42850635104
U12775_at,4.42835830511
U79241_at,4.42258228048
U55209_at,4.4222467061
M88279_at,4.42118776515
L77561_at,4.42093567195
M81830_at,4.42021639361
U47931_at,4.41887520866
Z70295_at,4.41881187002
M27878_at,4.41623012063
Y14140_at,4.41470004062
U17838_at,4.41284078094
U18242_at,4.41208979314
U33920_at,4.41151098451
M85247_at,4.41105009323
X97064_at,4.40944646629
D38048_at,4.40917695703
D17400_at,4.40860292038
HG4027-HT4297_f_at,4.40732904664
S53911_at,4.40629147083
HG4724-HT5166_at,4.40597910719
J00129_at,4.40519253825
X75308_at,4.40303991043
X98253_at,4.40296970579
M86699_at,4.40192939497
U09367_at,4.40145466759
Y10207_at,4.40082256646
X54942_at,4.39978418269
U21936_at,4.39589837966
M15465_s_at,4.39574295729
U68162_cds1_s_at,4.39381554334
D49357_at,4.39349325228
U06452_at,4.39331115917
J00268_s_at,4.39145055768
HG3570-HT3773_at,4.39035654559
X58199_s_at,4.38697816136
Z71389_at,4.38586790021
L13278_at,4.38405260919
L47726_at,4.38224404503
U90551_at,4.38133413029
X12901_at,4.37928124
M83652_s_at,4.37773014095
U96094_at,4.37658507649
X96698_at,4.37155527358
U77846_rna1_s_at,4.37009042652
HG3085-HT3254_s_at,4.3691082994
D26600_at,4.36869585677
M10901_at,4.36827126457
D83243_at,4.36801256713
X15675_at,4.36674793632
X68561_at,4.36615995731
M80397_s_at,4.35844153205
M22898_at,4.35707711889
J05032_at,4.35665059647
D78014_at,4.35626966989
U38896_at,4.35597209282
HG4116-HT4386_s_at,4.35569692729
U32376_at,4.3545475268
D16294_at,4.35453298055
L76569_at,4.35168364489
K03515_at,4.34917167403
D83767_at,4.34795694776
U77456_at,4.34542506178
U53174_at,4.34431580158
U07804_s_at,4.34309741595
U00001_s_at,4.34138846343
L05424_cds2_at,4.33910364472
D00408_s_at,4.33801752193
U68031_at,4.33672575437
X98296_at,4.33543143803
Z29572_at,4.33118674106
U78525_at,4.32957609774
Z26248_s_at,4.32353989004
K03183_f_at,4.32344762395
X59812_at,4.32243899897
U57341_r_at,4.32025120931
L19437_at,4.31922729116
X62822_at,4.31730413589
D43948_at,4.31491589769
D42123_at,4.31370841276
M76482_at,4.3128734809
M96740_at,4.31224904859
U07139_at,4.31068166395
U52427_rna1_at,4.30977291752
U37673_at,4.30936322422
X56411_rna1_at,4.30935756765
U46767_at,4.30867600266
U58675_cds1_at,4.30856872902
D15057_at,4.30663825259
L07758_at,4.30317683053
M87313_s_at,4.3018506833
U57877_at,4.30046783457
U43901_rna1_s_at,4.29862936968
AC002115_cds1_at,4.2970026502
U40705_at,4.29516451522
S38742_s_at,4.28813667775
D78134_at,4.28769138158
J03600_at,4.28737862611
U07857_at,4.28553710114
M17446_s_at,4.28436469616
X62048_at,4.28403441007
U90543_at,4.28258502149
X53795_at,4.28152867772
HG2380-HT2476_s_at,4.28086365646
U94320_at,4.27810702155
U60644_at,4.27440930796
X13973_at,4.27017716126
L11066_at,4.26975532168
L41668_rna1_at,4.2696792875
HG2007-HT2056_s_at,4.26716154701
U15172_at,4.26677319059
X05153_rna1_at,4.2657710022
U36448_at,4.26415149216
D88213_at,4.26339404621
D31815_at,4.26296287941
U13045_at,4.26229298813
L13210_at,4.26182053753
S72024_s_at,4.25896306981
Z49099_at,4.25833171764
M74715_s_at,4.25734546851
J03626_rna1_s_at,4.25466957349
M64930_at,4.25344366041
D31886_at,4.25318122667
M95549_at,4.25269099423
D82060_at,4.25240029672
AF007551_at,4.25027031222
X83973_at,4.24944079021
D90276_at,4.24751623283
L12701_cds2_at,4.24714612723
Z48501_s_at,4.24542175417
U61849_at,4.24472621447
M91670_at,4.2434614746
AB000409_at,4.23942524078
L03411_s_at,4.23849314592
M63167_at,4.23730872234
U68063_at,4.23697775695
X76498_at,4.23607038429
HG3729-HT3999_f_at,4.23556973625
X12433_at,4.23038012479
U72514_at,4.2289817977
AB000220_at,4.22822198898
L19783_at,4.22672022934
U20536_s_at,4.2252369529
Z80783_at,4.22522634286
M37583_at,4.22342521027
U48730_at,4.22101292576
M80359_at,4.21895457821
M93650_at,4.21695690686
U34844_at,4.21484582911
M60626_at,4.21203775025
L77566_at,4.2104815094
M34079_at,4.20419903171
U41763_at,4.20350368026
D31885_at,4.20239906016
K03008_cds1_at,4.20147943969
U09770_at,4.20111616085
D45371_at,4.20041813018
U11717_s_at,4.20026520502
D82326_at,4.1989860681
HG2274-HT2370_at,4.19823052705
Y08263_at,4.19809190904
M63488_at,4.19779507385
J04164_at,4.19597025122
Z84497_s_at,4.19554150201
S71129_at,4.1935278442
M96995_s_at,4.19308037878
HG1862-HT1897_at,4.19294635194
X13839_at,4.19068163231
U08815_at,4.18775284042
S68616_at,4.18725431179
U37518_at,4.18675244621
U89326_at,4.18667224497
J02906_at,4.18543213487
S57212_s_at,4.18527338117
M31013_at,4.1822184451
X76061_at,4.1803938729
U63541_at,4.18038117034
D10537_s_at,4.18012074932
U63842_at,4.18001540193
S52969_cds1_s_at,4.17888877711
X07384_at,4.17820645929
X66417_at,4.17808249555
M81182_s_at,4.17764939363
Z30644_at,4.17655352623
M86852_at,4.17545189059
U78180_at,4.17470945633
U50743_at,4.17463766548
Z22548_at,4.17444364756
X61123_at,4.17404719906
M30496_at,4.17392630286
U51166_at,4.17311742444
J02943_at,4.17190842876
Y09836_at,4.17061401079
D49817_at,4.16917754639
HG3740-HT4010_at,4.16678365742
D31784_at,4.16575595039
X04325_at,4.16378065694
D14826_s_at,4.16249345899
U66048_at,4.16166157819
U49436_at,4.15918348499
X94703_at,4.15829116652
U31201_cds2_s_at,4.15712109535
X66276_s_at,4.1568071409
S77094_at,4.15665808456
X78669_at,4.15649688495
Y12478_at,4.15304856319
M10058_at,4.15065518271
X90846_s_at,4.14937372005
X13967_at,4.14851835683
HG4318-HT4588_s_at,4.14845421558
M89473_at,4.1472456247
Z74616_s_at,4.14686681345
X00351_f_at,4.1465344201
AC002477_s_at,4.1464654923
M95585_s_at,4.14601611906
D14678_at,4.14473082689
AF000177_at,4.14458836817
M10321_s_at,4.14358221185
U78521_at,4.14272527586
U18300_at,4.14251962136
X54871_at,4.13873833828
L40388_at,4.13841187535
D86425_at,4.13591596866
U26591_at,4.13581668735
HG2604-HT2700_at,4.13496448698
L34357_at,4.13452144935
U39573_at,4.13307440557
U82321_at,4.1329809475
M85164_at,4.1328475203
Y11681_at,4.13230976021
U37012_at,4.13189365156
U03187_at,4.13173863493
U11872_at,4.13064548313
D87440_at,4.12865308756
X79066_at,4.12731958986
U01923_at,4.12667749878
S69115_at,4.12537346942
L37792_at,4.12521675165
U62317_rna7_at,4.11954354584
M36072_at,4.11857773983
U47621_at,4.11841393119
U04811_at,4.11348786633
M73780_at,4.11254865934
M24902_at,4.11207298712
X81198_at,4.11111284752
U16812_s_at,4.10834049411
S38953_s_at,4.10583709036
J02902_at,4.10430326087
Y07604_at,4.10370294917
U80017_rna2_at,4.10148626988
L18983_at,4.09884238677
M61764_at,4.0966144168
U05875_at,4.09031275186
D42041_at,4.09002921426
AF003743_at,4.08953198048
U35340_at,4.08760924874
U18018_at,4.08670199706
L17131_rna1_at,4.08516081283
M96789_at,4.08393593921
L38810_at,4.08391650786
M31210_at,4.07841416763
U26173_s_at,4.07759936557
X69950_s_at,4.07726967857
L20591_at,4.07688181435
X52889_at,4.07673333891
U05012_s_at,4.07014134506
X66436_at,4.0685494287
X83228_at,4.06813786349
J03242_s_at,4.06769679817
U75679_at,4.06726819417
HG908-HT908_at,4.06672124172
U60873_at,4.06546967043
D83781_at,4.06170008334
X69116_s_at,4.06104870007
M76559_at,4.06005346816
X02751_at,4.05984758714
U90904_at,4.05961193408
L06845_at,4.05824389703
M19888_at,4.05708019365
U17969_at,4.05518425264
M29927_at,4.05449836401
HG3412-HT3593_s_at,4.05426065513
