Gene,T-Value for Class JPA
J00219_s_at,6.2798753596
AC002486_at,6.2794169775
U17579_rna1_at,6.27883064893
D38548_at,6.27403774068
D32202_at,6.27345642786
L37043_at,6.27261962406
S83308_at,6.27128646979
D00723_at,6.27100671406
Z38133_s_at,6.26635894314
D49490_at,6.2653743791
HG4108-HT4378_at,6.26340858495
U64805_s_at,6.26127520279
U58034_at,6.25931977725
U58522_at,6.25021261043
M58600_rna1_at,6.24646366477
U33822_at,6.24052432965
M20030_f_at,6.23848345398
M28219_at,6.23774280586
U69127_at,6.23429560949
D49487_s_at,6.23297790102
X07438_s_at,6.23143687553
L13434_at,6.22968522001
X78136_at,6.2286092266
X96752_at,6.22819988741
U45328_s_at,6.2278328848
U04343_at,6.22672569962
X57830_at,6.22596020998
HG1828-HT1857_at,6.225923958
X78678_at,6.22561017495
U40391_rna1_at,6.22223934103
L22206_at,6.22057061313
U20362_at,6.21982638538
HG2480-HT2576_at,6.21811448614
Z79693_s_at,6.21650808324
Z23064_at,6.21624526158
M71243_f_at,6.21555527026
U19247_rna1_s_at,6.21411409747
U96113_at,6.21231298389
X91648_at,6.20959103336
U84388_at,6.20629049997
D42138_at,6.20481257299
X86371_s_at,6.20332257264
D87120_at,6.20307983253
U27330_at,6.20004786802
Y09561_at,6.19901845482
X70040_at,6.1983530734
D49488_at,6.19417279655
J05125_at,6.19342022841
U61734_s_at,6.19276605455
X78687_at,6.18764138448
X76770_at,6.18754052098
D90276_at,6.18722218511
L38935_at,6.18703332984
X78031_at,6.1862431521
X92814_at,6.18586137559
U46194_at,6.18558112109
M34455_at,6.18516702246
AB000114_at,6.18491799198
M73481_at,6.18322907296
U07158_at,6.18169648972
M61906_at,6.18167678377
U31814_at,6.17828820812
U57650_at,6.17742456172
L07738_at,6.17573950802
M54992_at,6.1749388966
U73843_at,6.17360002376
M16652_at,6.17266218942
U60269_cds3_at,6.17138913595
L04510_at,6.16913009835
M11722_at,6.16717249342
D42063_at,6.15519245912
S82297_at,6.15007987713
HG3638-HT3993_s_at,6.14912229914
Z30643_at,6.1489600416
X59834_at,6.14711626252
M28211_at,6.14702685251
X91348_at,6.14530600214
U48250_at,6.14206074858
J03040_at,6.14055307344
U53446_at,6.14017571143
X52773_at,6.13840940752
U37689_at,6.13723083586
U31986_at,6.13537957079
U09550_at,6.13511090393
AB001106_at,6.13451926037
U32645_at,6.13377743814
U26403_at,6.13108931486
X07024_at,6.12977659389
X74039_at,6.12864601072
U25265_at,6.12818446505
D21235_at,6.12738902119
U42031_at,6.12712270779
L23116_at,6.12532984137
HG406-HT406_at,6.12492683657
L11669_at,6.12481565718
D50810_at,6.12481298132
X58528_s_at,6.12461536193
M55682_s_at,6.12267138742
L27071_at,6.11776504966
M11726_at,6.11764325696
M74093_at,6.11694163206
D78156_at,6.11670066582
L25798_at,6.11647484475
U32944_at,6.11582632686
U19948_at,6.11363870373
L08424_at,6.11329137286
M86400_at,6.11112816243
X90999_at,6.11001343363
Y10615_at,6.1096743339
U27193_at,6.10930232112
HG3884-HT4154_at,6.10841212361
L41939_at,6.10317331223
L48728_cds1_at,6.10313297483
M37457_at,6.10158754096
U43374_at,6.09958481461
U59736_at,6.09724407167
HG831-HT831_at,6.09420504521
L15440_at,6.09305215848
U15641_s_at,6.09206660179
M13690_s_at,6.09148917026
J03779_at,6.09143442127
U29700_at,6.09056028644
X83535_s_at,6.08813280342
U83598_at,6.08643352435
U31099_at,6.08549155187
X98307_at,6.07928318887
U20979_at,6.07637337845
X99975_at,6.07441561542
L02321_at,6.07361348693
D88155_s_at,6.07314512151
L21715_at,6.07179691468
X01038_rna1_s_at,6.07102081309
U53786_at,6.07083730107
Y10202_at,6.07048635422
L13738_at,6.06961623882
U29463_s_at,6.06816564474
HG4390-HT4660_at,6.06360876239
M60891_s_at,6.0634031716
U17989_at,6.06321227218
U20908_at,6.06096868462
HG363-HT363_at,6.05808472375
U61166_at,6.05453862934
J00129_at,6.05439542261
Y08766_s_at,6.05128356869
M96843_at,6.04939721736
M61916_at,6.04930949207
X92106_at,6.04742915272
M22976_at,6.04730795883
L25119_at,6.04290523581
X16667_at,6.0426410752
U49352_at,6.04036797681
L04656_at,6.03908836128
X52943_at,6.03760110109
U28043_at,6.03482224154
X57110_s_at,6.0343286038
HG2604-HT2700_at,6.02806991585
L13197_at,6.02598043716
U15637_s_at,6.02362366228
U47634_at,6.02171525473
U16954_at,6.02113235185
X78416_s_at,6.02064564637
X01715_at,6.01867187133
U35459_at,6.01722995157
D26561_cds2_at,6.01232836586
X04412_at,6.00930035528
X52142_at,6.00837503726
X93499_at,6.00800189755
U49065_at,6.00788725046
U79291_at,6.00571866271
X72841_at,6.00562520181
U22526_at,6.00149168707
U53174_at,6.00008232186
M33318_r_at,5.99906782497
J03278_at,5.99793526872
M61176_at,5.99781346736
L22075_at,5.99645968228
X72475_at,5.99601479843
M60450_s_at,5.99532421605
Y10262_s_at,5.99467752757
U11877_at,5.99464237478
X16866_at,5.99406135785
AC002077_at,5.99232134963
M93650_at,5.99139095579
M24902_at,5.99107100489
X03100_cds2_at,5.99097253649
D31883_at,5.98474371534
J03930_at,5.98309149092
U89336_cds8_at,5.98170444568
HG862-HT862_s_at,5.98053425206
U14910_at,5.97829368727
X82634_at,5.97785914959
X55989_rna1_at,5.97382245853
D50931_at,5.96901267728
J04605_at,5.96758694569
U49395_at,5.96725525742
L39833_at,5.96685253602
X99479_f_at,5.96299880012
U52521_at,5.96253600197
M16276_at,5.9599851105
AB000584_at,5.95927133544
HG2936-HT3080_at,5.95423065189
D25217_at,5.95204835998
L22214_at,5.9516474949
X62534_s_at,5.94876617785
L34035_at,5.94718816819
J04990_at,5.94430888576
X04688_at,5.9441560493
HG2149-HT2219_at,5.94400793101
X67697_at,5.94350858194
M97252_at,5.94328404896
U76421_at,5.9414440816
X15722_at,5.94054444624
L40992_at,5.93488235953
HG945-HT945_s_at,5.93474664148
U33147_at,5.9334702989
AC002115_cds3_at,5.93337611801
D50916_at,5.93130013985
L10405_at,5.93106570313
X81636_at,5.93060194212
M81882_at,5.92999821515
HG2290-HT2386_at,5.92935628201
L10386_at,5.92889717742
X54232_at,5.92728084873
U79293_at,5.92480010966
HG4036-HT4306_at,5.92360854928
U67319_at,5.92214722476
HG4704-HT5146_at,5.91825602292
X15376_at,5.9168028427
Z35093_at,5.91479719437
L16464_at,5.91449808884
D56495_at,5.91396481062
U27459_at,5.91079517395
Z30644_at,5.90873151693
U27333_at,5.90533202699
U18422_at,5.90184186217
D38122_at,5.90177058335
U05659_at,5.89714318607
M28879_at,5.89504226654
D15049_at,5.89447389497
M92269_f_at,5.89332455792
X69111_at,5.89252833474
HG4716-HT5158_at,5.88831301096
M93283_at,5.88701567475
U07807_at,5.88696043125
M97815_at,5.8826821923
U33837_at,5.8821357573
U03486_at,5.88205575175
D42054_at,5.87800240365
L11373_at,5.87559991129
X83973_at,5.87449204925
U90902_at,5.87437387815
X00237_at,5.86457357431
M31013_at,5.86446064904
X52896_s_at,5.86404089371
M97639_at,5.86291803209
X58288_at,5.86048875087
U38810_at,5.86048199383
U09825_at,5.86029117434
U39576_at,5.85978237322
HG3175-HT3352_at,5.85529138296
U40490_at,5.85497335672
HG4318-HT4588_s_at,5.85455856852
U43408_at,5.85230723296
U31382_at,5.85003894735
L42452_at,5.84959226862
AB006782_at,5.84918183396
HG172-HT3924_at,5.84722263941
U48231_at,5.8451875311
U78313_at,5.84324123729
X79440_at,5.84261628689
J03592_at,5.84200406098
M14218_at,5.83938835178
U62437_at,5.83754790786
U27768_at,5.83672680127
Z11850_at,5.83620878852
U70064_s_at,5.83528767506
M26665_s_at,5.83284232602
L09717_at,5.83095582654
X59372_at,5.82999156274
M16801_at,5.82942639589
X59131_at,5.828346565
U82320_at,5.82585593989
U67614_at,5.82582476626
X15949_at,5.82407887686
U19977_at,5.82138773738
Y10518_at,5.82134893668
L11369_at,5.82134796716
M21985_at,5.82067132468
U50315_at,5.82042687482
X80923_at,5.81920479062
U52827_at,5.81838306418
D87452_at,5.81724105376
M55542_at,5.81154115575
M63391_rna1_at,5.81000092638
L09749_at,5.80990662223
HG2743-HT2845_at,5.80920566018
U13021_s_at,5.80834928507
L12052_at,5.80702613689
D29677_at,5.80538845073
X66362_at,5.80362842235
J02902_at,5.80143220751
M31158_at,5.80119396548
M80647_at,5.799316174
D83703_at,5.79100634464
L28821_at,5.78945759581
L34060_at,5.78925351737
K03204_f_at,5.78599394016
U03270_at,5.78545398046
U20325_at,5.78451519889
U89336_cds7_at,5.78436097806
X82279_s_at,5.78324910553
X14894_at,5.78179822232
M14338_at,5.78045638652
D50930_at,5.77923481697
U29091_at,5.77628983248
HG3989-HT4259_at,5.77363199622
U43916_s_at,5.77326347936
X01059_at,5.77140993554
Y08374_rna1_at,5.77041810158
M96944_at,5.76995989277
M34668_at,5.7654571782
S43646_at,5.76524045104
M86546_at,5.76317962151
U06155_at,5.76243021874
Z50115_s_at,5.76190346066
M28713_at,5.75956136936
X58079_at,5.7575998755
D79997_at,5.75735010124
X52599_at,5.75685342182
X12492_at,5.75682171311
M58026_at,5.75620752943
U45975_at,5.75480381807
X96698_at,5.75378719813
X68486_at,5.75041576181
U07225_at,5.74803248099
Z11559_at,5.74728322753
X58401_at,5.74667359386
U08015_at,5.74639157363
M13149_at,5.7439101054
U80457_at,5.74259938146
HG67-HT67_f_at,5.74254768605
M64108_at,5.73886505643
HG688-HT688_f_at,5.73775926579
U84569_at,5.73583598814
D90042_at,5.73581898743
U60644_at,5.73575966483
X83492_at,5.73563305459
D26069_at,5.7337434075
X12458_rna1_at,5.73302643031
X66417_at,5.72906358025
M55543_at,5.728917659
AF005775_at,5.72791293773
M60922_at,5.72566703723
AD000684_cds1_at,5.7254795229
D50310_at,5.72490050539
U25975_at,5.72351964977
X67337_at,5.72218731087
M91368_s_at,5.72189720963
U22376_cds2_s_at,5.72088537083
L32179_at,5.72000922914
X98311_at,5.71994474257
X05196_at,5.71876234258
U28015_at,5.71497773617
Z26248_s_at,5.71303344974
U33017_at,5.70632628077
Y10055_at,5.70425311338
X79781_at,5.70376203761
U58046_s_at,5.70365774702
Z67743_at,5.70308211526
M64934_at,5.70257215597
X68242_at,5.70182785497
U43292_at,5.7003225896
Z14978_at,5.70026466535
M83667_rna1_s_at,5.69679901882
M15059_at,5.69643319987
M64590_at,5.69520959061
U72882_s_at,5.6950401811
J03589_at,5.69493488959
J04982_at,5.69358121872
L11672_at,5.69218458134
U46461_at,5.69040984334
D87440_at,5.68876267897
D16469_at,5.68600620536
U50928_at,5.68187837422
D63483_at,5.67951801914
J03827_at,5.67775240399
M33987_at,5.67373304721
HG3432-HT3621_at,5.67340684923
HG4662-HT5075_at,5.67208377136
HG1872-HT1907_at,5.66913407952
D21255_at,5.66845385636
D29833_at,5.66754688001
HG4074-HT4344_at,5.66742197697
X77922_s_at,5.66614799508
L38707_at,5.66479401458
M11058_at,5.66432739861
J04080_at,5.65924936072
M63967_at,5.65481057225
L19593_at,5.65208327895
U09877_at,5.65130901593
HG1751-HT1768_at,5.64951742443
U27460_at,5.6494407098
X04654_s_at,5.64768576999
X06389_at,5.64619015522
HG880-HT880_at,5.64308895105
U60269_cds2_at,5.63824890985
M30938_at,5.63724850441
U16660_at,5.63681498807
J02883_at,5.63437499223
HG3162-HT3339_at,5.63319472439
X52426_s_at,5.63202677319
S77812_at,5.63023410334
U13991_at,5.62794518664
X76648_at,5.6265354113
U67611_at,5.62469263925
X74301_s_at,5.62411642413
HG4332-HT4602_at,5.62301816612
AF014958_at,5.62024996873
X80910_at,5.61741372365
HG1980-HT2023_at,5.616200231
M30703_s_at,5.61294845887
M85247_at,5.61127507391
X69950_s_at,5.60847305244
U92459_at,5.60743683599
U63090_at,5.60718100694
X92720_at,5.60706261083
M76482_at,5.60510071789
X98482_r_at,5.60435410996
M85220_at,5.60383765611
X72882_at,5.60347184124
Z50749_at,5.60245625567
X81625_at,5.60084504453
U76456_at,5.60021208585
X58431_rna2_s_at,5.59745896996
U63329_at,5.59544140943
M61199_at,5.595116728
X52520_at,5.59095831953
X05839_rna1_s_at,5.58878010002
Y08976_at,5.58804093584
D86978_at,5.58551762523
L42542_at,5.58257169075
L20814_at,5.58199044639
X17025_at,5.58134681326
U25034_s_at,5.58036812161
X56411_rna1_at,5.57886651914
M74088_s_at,5.57767818589
Z95624_at,5.5776409773
D10326_s_at,5.57227944325
M29696_at,5.57138475309
Z48519_s_at,5.57100708044
U84487_at,5.57055532121
U59286_at,5.56859884459
S82240_at,5.5684723965
M26004_s_at,5.56623985287
X53587_at,5.56605152331
L13698_at,5.55737972175
X96753_at,5.5570142456
S82198_at,5.55692908334
U24166_at,5.55388096702
L21954_at,5.55371627858
M55265_at,5.5535641923
U25956_at,5.55049904265
U07358_at,5.54925563851
U34343_at,5.54780479148
L35253_s_at,5.54518872665
X52008_at,5.53961006045
D86967_at,5.53848667918
L10955_cds1_s_at,5.53145369568
M14200_rna1_at,5.52729289573
X14085_s_at,5.52620760637
X70991_at,5.52297748598
U78735_at,5.52149853038
Y08639_at,5.51802213631
X82240_rna1_at,5.51721131411
X75342_at,5.51709700913
U81787_at,5.51697937413
U24153_at,5.51481396136
X74142_at,5.51419556154
HG243-HT243_s_at,5.51199725727
HG830-HT830_at,5.51006477034
M30269_at,5.50999493295
U82818_at,5.50851423437
HG2796-HT2904_at,5.50721718814
X90978_at,5.50603551758
L31573_at,5.50465692816
HG3513-HT3707_at,5.50442619341
U68494_at,5.503681779
X52056_at,5.50338137444
D21241_xpt1_s_at,5.5031773348
S57132_s_at,5.5012188254
Y07909_at,5.49946140392
Y12670_at,5.49884404308
X63097_at,5.49531002664
D80007_at,5.49436498798
D78586_at,5.49396348251
U89326_at,5.4901936667
X13238_at,5.48734488665
K03207_f_at,5.48658940978
U66615_at,5.48552508069
X99296_xpt1_at,5.48494704493
M57464_s_at,5.48161333035
U50929_at,5.48114628475
U90915_at,5.48108066134
U17977_at,5.48091366873
U25750_at,5.47775133965
X77744_at,5.47664203059
S75174_at,5.47634926634
X58964_at,5.47556940385
U22028_r_at,5.47279739838
M99063_at,5.47254313533
M21934_at,5.46914052374
U07000_cds4_at,5.46891148428
U65932_at,5.46890970843
U82311_at,5.46792984232
U32376_at,5.46497363106
U07223_at,5.46231489084
U09860_at,5.46178086806
U87972_at,5.46034466807
L07648_at,5.45942992384
D38549_at,5.4590586019
M54927_at,5.45847178603
U15177_at,5.45753633511
L37882_at,5.45562137878
L44140_cds4_s_at,5.45265975834
X06700_s_at,5.45218656116
U67932_s_at,5.45164026498
M31525_at,5.45151753151
M29932_s_at,5.45130425914
HG3914-HT4184_s_at,5.45039239522
M91029_cds2_at,5.44914564021
M64269_s_at,5.4486369623
X99226_at,5.44767658299
M36803_at,5.44702141835
D15057_at,5.44359369892
U10685_at,5.44094806895
Y09305_at,5.43976651424
Z49825_s_at,5.43729698901
L41668_rna1_at,5.4369595044
U77665_at,5.43504146436
S83366_cds1_at,5.43168777127
S67247_s_at,5.43167083644
X74328_rna1_at,5.43015862891
L77571_at,5.42913193771
X52221_at,5.42905134935
D14838_at,5.42859066097
U55054_at,5.42554458961
D82347_at,5.42531137427
X97230_f_at,5.42325941784
D87684_at,5.42203804142
S80050_at,5.42076114456
X69910_at,5.42009554198
U40371_at,5.41960168172
L29433_at,5.41451329964
M19989_cds1_at,5.41405079111
HG3627-HT3836_at,5.41054980961
HG855-HT855_s_at,5.40983522243
U50822_rna1_s_at,5.40876386144
U30998_at,5.4057224494
U83246_at,5.40524803887
M22612_f_at,5.40272368766
U75272_s_at,5.40052374452
M86528_at,5.39918825691
HG2152-HT2222_at,5.39872640637
U96781_cds1_at,5.39760569969
L17128_at,5.39689763023
X16663_at,5.39596867436
U52682_at,5.39385180085
HG3132-HT3308_at,5.39337295668
U22431_s_at,5.39157940001
M92424_at,5.39042048211
D80011_at,5.38913649041
X96586_at,5.38604306851
HG4113-HT4383_s_at,5.38577206728
S42303_at,5.38512142732
Z29066_s_at,5.38265069651
L07540_at,5.38258252172
D31846_at,5.3802102096
U59302_at,5.37931898856
U70862_at,5.37848417785
M81182_s_at,5.37791538815
U68030_at,5.37694435597
Y00451_s_at,5.37400361158
X68314_at,5.37212571478
X62429_s_at,5.37176256914
U35246_at,5.37138250516
U11690_at,5.36973749808
X07619_s_at,5.36580476979
X69398_at,5.36206538096
X16135_at,5.36060228853
D00726_at,5.35809069897
U04285_s_at,5.35454205371
U12471_cds1_at,5.35355745673
M27783_s_at,5.3494470788
Z22780_at,5.34677752718
HG3236-HT3413_f_at,5.34609131667
H46990_at,5.34378600944
M24122_s_at,5.34166811859
U35835_s_at,5.34157678337
U22029_f_at,5.34092117199
U43843_at,5.33690949321
L40387_at,5.33676390946
U66052_at,5.33472169707
D50582_at,5.32777128218
U13045_at,5.32774701901
X90846_at,5.32552157327
U29943_s_at,5.32431518673
D14827_at,5.32358161732
X05409_at,5.32276417917
Y00281_at,5.32134515585
D63880_at,5.32123057983
S69965_at,5.3198667585
L41162_at,5.31938725047
HG3492-HT3686_at,5.31734596195
X60992_at,5.31695855717
X17576_at,5.31654808315
X16609_s_at,5.31576673548
X53793_at,5.31340524834
D38163_s_at,5.31333368649
X63755_at,5.31225297918
M73047_at,5.30878483277
AB002559_at,5.30626230876
Z29574_at,5.29736327558
Y00062_at,5.29632816679
U69546_at,5.29287325331
M30448_s_at,5.28712809724
Z19585_at,5.28574961789
U04840_at,5.28405156703
M77235_at,5.28363038235
L08010_at,5.28272349086
Z26317_at,5.2826829662
M74509_s_at,5.2820026677
AF009368_at,5.27916002721
HG620-HT620_at,5.27888591899
M13994_s_at,5.27725597186
D87012_at,5.27698508362
J05633_at,5.27691676694
M94856_at,5.27555699745
U05875_at,5.27442361784
U89335_cds2_at,5.2735631357
AD001527_cds1_at,5.27149118744
X80062_at,5.27145111839
U73304_rna1_at,5.26658711206
L40388_at,5.26637275282
X99920_at,5.26530558608
M33317_f_at,5.26515525652
M61855_at,5.2634077337
D16583_at,5.25959085731
X03066_at,5.25884868558
U07563_cds1_at,5.25811634362
U16129_at,5.25559350808
X75593_at,5.25520123761
U84540_at,5.25396885463
Y11416_at,5.25146606722
U67615_at,5.24763712762
D49410_at,5.24751483561
X66894_s_at,5.24730805724
D45371_at,5.24633349919
U19765_at,5.24602268282
U40317_s_at,5.24488693793
HG2562-HT2658_s_at,5.24437556166
Z48314_s_at,5.24016599501
HG3998-HT4268_at,5.23846653795
M19645_at,5.23802239669
M34376_s_at,5.23403531371
L15296_s_at,5.23248482891
Y07566_at,5.2320710153
HG3987-HT4257_at,5.23115620624
S78203_at,5.23110643288
U62317_rna3_at,5.23062927359
U86409_at,5.23021717983
X77307_at,5.22819585576
HG4462-HT4731_at,5.22634846452
X69699_at,5.22547309685
L20348_at,5.22535507161
M14676_at,5.22525446647
HG2981-HT3125_s_at,5.22494601295
D42047_at,5.22344731997
M89957_at,5.22157588822
U80628_at,5.21624972354
D30756_at,5.21503311526
M88461_s_at,5.21330044284
M87860_at,5.21195649982
U15306_at,5.20694196577
X14690_s_at,5.20545532789
D13630_at,5.20267807804
D88270_at,5.20178517581
HG2147-HT2217_at,5.20112295541
Z19554_s_at,5.19743172471
L11702_at,5.19735144015
Y11215_at,5.19663047045
X13810_s_at,5.1939213062
D23660_at,5.19225216296
U00802_s_at,5.18972093766
S73885_s_at,5.1877966217
J04621_at,5.18561241945
U37352_at,5.18433317009
U40714_at,5.17810516537
X82895_at,5.17736368772
U16306_at,5.17678024257
U82130_at,5.17669837261
M37583_at,5.17622513733
X74874_rna1_s_at,5.17620730566
X14975_at,5.17407822407
L28957_at,5.17228866579
U76388_at,5.17097546329
M97016_s_at,5.17021118522
L07868_at,5.16950423095
HG2147-HT2217_r_at,5.16948109261
M23234_s_at,5.16857536087
X06948_at,5.16832619604
S78085_at,5.16537222153
M26901_s_at,5.16530858483
L20591_at,5.16422774011
X51698_s_at,5.16369829824
X07732_at,5.16239124479
X05997_at,5.1603092548
M29960_at,5.15858929511
M69013_at,5.15824240584
U61374_at,5.15766770736
D86963_at,5.15564409181
M64930_at,5.15438473968
U46752_at,5.15431813852
X82207_at,5.15310817713
S38953_s_at,5.15030539776
X77383_at,5.14462411626
L16991_at,5.14336440035
X60299_s_at,5.14178677928
U01317_cds4_at,5.13814115906
M55047_at,5.13709308711
J02871_s_at,5.1350706799
X58723_at,5.13143032667
M21984_at,5.13052300749
X76104_at,5.12907019107
U72342_at,5.12892599358
U44103_at,5.12341204421
L04569_at,5.12314412759
X83572_at,5.12306248198
X86693_at,5.12012936516
M91432_at,5.11819696313
U63717_at,5.11525770118
X60592_at,5.1125013654
M73077_at,5.11086844703
U89012_at,5.10974428403
X57398_at,5.1067196887
U89995_at,5.10580403492
M19481_at,5.10545897444
M94077_at,5.10389838052
L07765_at,5.10280969861
M37104_at,5.10206493342
U41635_at,5.10170937032
M37457_s_at,5.09799646722
J03890_rna1_at,5.09791693019
X04707_at,5.09789106794
X07876_at,5.09766198375
L25444_at,5.09756250431
M72885_rna1_s_at,5.09542726485
L41870_at,5.09410663253
M74542_at,5.09133404866
Y10207_at,5.09098056235
U23852_s_at,5.09095117379
U11287_at,5.08829296156
U46689_at,5.08661159717
U46499_at,5.0855277414
HG2157-HT2227_at,5.08539722487
L38490_s_at,5.08486937847
U33841_at,5.08397497848
M95549_at,5.08324568283
U26266_s_at,5.0827645358
L37360_s_at,5.07935915263
K01383_at,5.07804199242
M26692_s_at,5.07803744167
M86737_at,5.07746948314
HG371-HT1063_s_at,5.07537178023
L13203_at,5.07366140925
U62531_at,5.07075157528
U19252_s_at,5.07064297131
D28532_at,5.06898748386
X68194_at,5.06669893725
U77970_at,5.0613096571
L24203_at,5.05822864615
L40403_at,5.0507164729
D50683_at,5.05070916107
L00389_f_at,5.04967710072
U52153_at,5.04754397879
X96381_rna1_at,5.04540733642
HG274-HT274_s_at,5.04493082062
HG4683-HT5108_s_at,5.04181223859
U01157_at,5.04067757864
U83601_at,5.0401301991
U65093_at,5.03851826047
U71203_s_at,5.03798331566
X95191_at,5.0370691375
M17466_at,5.03607043354
X15414_at,5.03538147474
U90918_at,5.0309449019
Y07828_at,5.03084548792
HG2662-HT2758_at,5.03008607602
HG1471-HT3923_s_at,5.02771196657
D78012_at,5.02744964415
X55079_rna1_at,5.02498169399
L22009_at,5.02429426057
U33267_at,5.02360469146
U90919_at,5.02284852814
L49229_f_at,5.01988617854
U31201_cds1_at,5.01975022526
M98539_at,5.01970342596
X84709_at,5.01894974141
U00946_at,5.01888300758
L25851_at,5.01621678414
J04029_s_at,5.01591110515
U66469_at,5.01325268727
D63478_at,5.00903125501
D26155_s_at,5.00619130383
HG3477-HT3670_at,5.00608483922
Z18859_rna1_at,5.00478535564
HG2810-HT2921_at,4.99998700161
K02054_at,4.99916685465
L08246_at,4.99579536084
U65579_at,4.99459210442
U11862_s_at,4.99362222594
X97302_at,4.99353059124
D42055_at,4.9908115626
M96738_s_at,4.99011634199
S68271_s_at,4.98306378589
S80335_at,4.9820857376
U05227_at,4.97933742023
Z15108_at,4.97850383388
X75962_at,4.97676778208
K03460_at,4.97511874702
X68149_at,4.97474259071
J00209_f_at,4.97020405854
S71824_at,4.96993264833
Z24724_at,4.96824412097
X53002_s_at,4.96737018804
M16474_s_at,4.9642357613
X52005_at,4.96419662716
J03241_s_at,4.96253872451
U43083_at,4.96235213401
M63573_at,4.96220802166
X52611_s_at,4.96149809481
U51903_at,4.95644079465
X70340_at,4.95544405625
Z78289_at,4.95380146412
U73167_cds3_at,4.95347693177
Z14982_rna1_at,4.95133363817
M29335_at,4.95123642847
M60626_at,4.94853884379
U28042_at,4.94573847823
X81372_at,4.94460237493
U40846_s_at,4.94389355174
M81650_rna1_at,4.94342100747
X91911_s_at,4.94266124006
K02766_at,4.94092421613
U62966_at,4.94084985816
U39657_at,4.93914643909
S73149_at,4.93836725449
D87074_at,4.9382505032
HG2825-HT2949_at,4.93617038211
U67963_at,4.93569063202
HG1733-HT1748_at,4.93143593927
U65416_rna1_s_at,4.92946124778
D63391_at,4.92370068254
M34539_at,4.92306780502
U68019_at,4.92196115206
HG3123-HT3299_at,4.9189650623
AB005535_s_at,4.91834242307
U03272_at,4.91804505288
X89399_s_at,4.91688919149
Z83745_at,4.91622658012
Z46967_at,4.91068179688
M34309_at,4.91057108874
D31797_at,4.90989569663
U82275_at,4.90908405894
M59807_at,4.90862797682
U86529_at,4.90701992247
Y10260_at,4.90395118542
S83513_s_at,4.90339680083
U07856_at,4.90136389532
X60655_at,4.90109218962
HG3044-HT3742_s_at,4.89743610387
X99961_at,4.89732070515
U77827_at,4.8960058776
M29540_at,4.8955895048
U65011_at,4.8940525729
HG64-HT64_at,4.89355352045
M28213_s_at,4.88953483506
HG4755-HT5203_s_at,4.88880915448
D25547_at,4.88734752216
L42572_at,4.88615005828
X05309_at,4.88537790964
U07231_at,4.88532980552
M65214_s_at,4.88218225589
Y00414_s_at,4.88169755922
M62486_at,4.87984905702
X83412_at,4.87946206491
U45983_at,4.87628942048
M17254_s_at,4.87435725992
M63962_rna1_at,4.87423832556
U52373_s_at,4.87038465984
U37146_at,4.86991667995
Y07565_s_at,4.86896144411
M11321_at,4.86597470688
M86868_at,4.86579110582
D13305_at,4.86011685986
M80397_s_at,4.85937310049
AB000460_at,4.85934471575
X14008_rna1_f_at,4.8564337514
M15656_at,4.85566213749
M33195_at,4.854930483
X76092_at,4.85474973782
L37199_at,4.85178365476
D28791_at,4.85155507243
L42451_at,4.85136149316
L01406_at,4.85054679726
U71207_at,4.85025975776
U14394_at,4.84884523911
D55654_at,4.84836563753
U49785_at,4.84658471728
D30715_xpt5_s_at,4.84195527822
L10284_at,4.83920519477
M89796_rna1_at,4.8384851668
L31881_at,4.83610403169
M68891_at,4.83501935432
U49188_at,4.83476691772
D00749_s_at,4.833990062
U58048_at,4.83299822409
U28131_at,4.83259668864
D87735_at,4.83046072479
U01120_at,4.8303756695
X90780_rna1_at,4.8290301381
U50146_at,4.82851154518
HG1747-HT1764_s_at,4.82847181255
X80754_at,4.82707368533
Z68193_at,4.82682826446
J04760_at,4.82590118108
D13720_s_at,4.8246799662
X52425_at,4.82191849856
X94628_rna1_s_at,4.82040149976
L06132_at,4.81999326508
M27533_s_at,4.8190686224
Y00636_at,4.8179119335
HG2239-HT2324_at,4.8162521949
U82979_at,4.8122439939
HG2380-HT2476_s_at,4.80627667082
X54936_at,4.80570804839
HG3264-HT3441_at,4.80449488174
U85193_at,4.80224309674
U54778_at,4.79976172386
U58681_at,4.79920572999
L26953_at,4.79904660626
M75715_s_at,4.79696157941
U14577_s_at,4.79647362956
Z35491_at,4.79582179393
X60483_at,4.7956970383
HG3638-HT3849_s_at,4.79444960547
M76378_at,4.79405487698
X65962_s_at,4.79398340065
AB000466_at,4.793155344
Z18948_at,4.78943937321
S77361_at,4.7889629489
Z47727_at,4.78854853811
U88898_r_at,4.78746466431
U18914_at,4.78685956945
AB000220_at,4.78673789391
D32050_at,4.78267369686
HG2161-HT2231_at,4.78119681124
U79528_s_at,4.78055257689
S38742_s_at,4.77694705088
U39905_at,4.77686210996
M31328_at,4.77662767725
L39211_at,4.77603810782
L36720_at,4.77531202122
U20428_at,4.77525499655
HG3549-HT3751_at,4.77510844602
X89894_at,4.77397769753
U63842_at,4.77320679079
M16973_at,4.77142615915
U79259_at,4.77114781917
U07151_at,4.76950368564
U20285_at,4.76834365763
U92027_at,4.76792551719
HG3033-HT3194_r_at,4.76686302471
U28687_at,4.76662830379
U57450_at,4.76636396801
D38076_at,4.76226645675
U51095_at,4.76224154761
M19045_f_at,4.75384031408
Z80787_at,4.75382917684
X62573_at,4.75285782685
M55998_s_at,4.75232914381
